Step;peptides-functional.custom_gnn.da-gcnconv.wothird_ND0.0_L16_0.005.r2 - train/loss;peptides-functional.custom_gnn.da-gcnconv.wothird_ND0.0_L16_0.005.r0 - train/loss;peptides-functional.custom_gnn.da-gcnconv.wothird_ND0.0_L16_0.005.r1 - train/loss;peptides-functional.custom_gnn.da-gcnconv.wothird_ND0.0_L16_0.005.r3 - train/loss;peptides-functional.custom_gnn.da-gcnconv.wothird_ND0.0_L16_0.005.r4 - train/loss;DA-GCN_mean;DA-GCN_std
247;0.01831719;0.01782016;0.02036309;0.02176615;0.02286688;0.020226694;0.002167759
248;0.01843913;0.0182805;0.02280999;0.02164289;0.02106824;0.02044815;0.002007802
249;0.01788451;0.0169913;0.02522435;0.02052957;0.02338663;0.020803272;0.003512296
250;0.01855961;0.01925374;0.02334709;0.01971096;0.02023577;0.020221434;0.001852607
251;0.01883204;0.01763341;0.0215716;0.01941975;0.01964806;0.019420972;0.001433439
252;0.019609;0.01853765;0.03085505;0.02260233;0.01933636;0.022188078;0.00508423
253;0.01860298;0.01712411;0.02703186;0.01999409;0.01938179;0.020426966;0.003845133
254;0.01831721;0.01684307;0.02316637;0.01871406;0.01744656;0.018897454;0.002495974
255;0.0157043;0.01792659;0.02111035;0.03121501;0.0163042;0.02045209;0.006371782
256;0.01539899;0.01582852;0.01939382;0.0289741;0.01616687;0.01915246;0.005713443
257;0.01657981;0.01651725;0.0233711;0.01962656;0.01594248;0.01840744;0.003127029
258;0.0178128;0.01656651;0.01982144;0.0190066;0.01580024;0.017801518;0.001663039
259;0.02000623;0.01723791;0.0179665;0.02011554;0.01745879;0.018556994;0.001398577
260;0.02116215;0.01645789;0.01690445;0.02018802;0.01803762;0.018550026;0.002052665
261;0.01964481;0.0161145;0.01543525;0.01710887;0.02158926;0.017978538;0.002574541
262;0.01917956;0.01559648;0.0165405;0.01619768;0.02667042;0.018836928;0.004588592
263;0.0189003;0.01753989;0.01652222;0.01637381;0.03385704;0.020638652;0.007457947
264;0.01737296;0.01497066;0.01650846;0.01607698;0.03150837;0.019287486;0.006886231
265;0.0168209;0.01933334;0.01543586;0.02075257;0.01900256;0.018269046;0.002119123
266;0.01531058;0.01993828;0.01590012;0.02301018;0.01837344;0.01850652;0.003136796
267;0.01575308;0.01777732;0.01621052;0.02155643;0.01723289;0.017706048;0.002297014
268;0.01645183;0.01614566;0.01599735;0.0183776;0.01682191;0.01675887;0.000958446
269;0.01591282;0.01588761;0.01700784;0.01548172;0.01712959;0.016283916;0.000737821
270;0.01460179;0.01813983;0.01691709;0.01534003;0.01681369;0.016362486;0.001397819
271;0.01469061;0.0159204;0.01822353;0.01470844;0.01649479;0.016007554;0.001464376
272;0.01464648;0.01561718;0.01850496;0.01395572;0.01528845;0.015602558;0.001742769
273;0.01419072;0.01393012;0.01914266;0.01503303;0.01444694;0.015348694;0.002159875
274;0.01402157;0.01384305;0.01773844;0.01437374;0.01430015;0.01485539;0.001625757
275;0.01554178;0.01390613;0.01537363;0.01397318;0.01445808;0.01465056;0.000769281
276;0.01418989;0.01381779;0.01553366;0.01397389;0.01422126;0.014347298;0.000683361
277;0.01475278;0.01503189;0.01443739;0.014927;0.01334061;0.014497934;0.000685058
278;0.01387834;0.01388181;0.01365213;0.01432076;0.01439891;0.01402639;0.000319499
279;0.01390229;0.0151934;0.0133224;0.01379368;0.01444177;0.014130708;0.000715052
280;0.01376049;0.01592678;0.01447798;0.0150118;0.01464269;0.014763948;0.000793256
281;0.0134744;0.01447472;0.01421736;0.01381666;0.0149219;0.014181008;0.00056315
282;0.01553571;0.01471672;0.01588921;0.01325055;0.01447645;0.014773728;0.001029152
283;0.01660597;0.01368345;0.01463727;0.01309013;0.01361271;0.014325906;0.001391418
284;0.0153303;0.01245543;0.01404293;0.01226026;0.01247796;0.013313376;0.001336345
285;0.01485585;0.01296576;0.01364524;0.01299714;0.01398651;0.0136901;0.000783216
286;0.01439108;0.01318928;0.01541018;0.01287278;0.01666546;0.014505756;0.00157283
287;0.01323411;0.01231945;0.01519481;0.01312591;0.01356411;0.013487678;0.001058309
288;0.0139671;0.01214332;0.01476826;0.01268693;0.01367379;0.01344788;0.001042227
289;0.01530455;0.01178002;0.01657637;0.01319777;0.0132212;0.014015982;0.001905037
290;0.01388209;0.01461026;0.01550378;0.01198492;0.01955293;0.015106796;0.0028026
291;0.01514512;0.0157976;0.01417547;0.01246813;0.021912;0.015899664;0.003587346
292;0.01377558;0.01809135;0.01543535;0.01282754;0.02211453;0.01644887;0.003744502
293;0.01270461;0.01487037;0.01798424;0.0122988;0.01811851;0.015195306;0.002784878
294;0.01161509;0.01821333;0.01522628;0.01210846;0.0142459;0.014281812;0.002654478
295;0.01179539;0.01474854;0.01491999;0.01182299;0.0138419;0.013425762;0.001531553
296;0.01081946;0.01466681;0.01468916;0.01143369;0.01251643;0.01282511;0.001797255
297;0.01089646;0.01473604;0.01361787;0.01173869;0.01268705;0.012735222;0.001513174
298;0.01120165;0.01278303;0.01209085;0.01164131;0.01301497;0.012146362;0.000760011
299;0.01126251;0.01404875;0.01183785;0.01268967;0.0124409;0.012455936;0.001048595
300;0.01197952;0.01400341;0.0113164;0.01236747;0.01276486;0.012486332;0.001002351
301;0.01105786;0.01279496;0.0114208;0.01249065;0.01286735;0.012126324;0.000831911
302;0.01161564;0.01213621;0.01156234;0.01250844;0.01183517;0.01193156;0.00039373
303;0.01206369;0.0103379;0.0119495;0.01175803;0.01125901;0.011473626;0.000705594
304;0.01527588;0.01139258;0.01242674;0.0131103;0.01114495;0.01267009;0.001658405
305;0.01477035;0.01067737;0.01141101;0.0132479;0.01035805;0.012092936;0.00186957
306;0.0114352;0.01063395;0.01226756;0.01234201;0.01033626;0.011402996;0.000916462
307;0.01099671;0.01058227;0.01138488;0.01119795;0.0113431;0.011100982;0.000327321
308;0.00987762;0.01120947;0.01066562;0.0128442;0.01053164;0.01102571;0.001121668
309;0.01049182;0.01073226;0.01041573;0.01198393;0.01060277;0.010845302;0.000647602
310;0.00916123;0.00978109;0.01143672;0.01310778;0.01114287;0.010925938;0.001540557
311;0.00977186;0.01024572;0.0103893;0.01408992;0.01230434;0.011360228;0.001806261
312;0.00929442;0.01089428;0.01121506;0.01310612;0.01217413;0.011336802;0.001432967
313;0.00934809;0.00978671;0.01130102;0.01118057;0.0115394;0.010631158;0.00099182
314;0.00935212;0.00939879;0.01062646;0.01106966;0.01061953;0.010213312;0.000786469
315;0.00926327;0.00932914;0.01336179;0.01116155;0.0102879;0.01068073;0.001688903
316;0.01173243;0.00942328;0.0123373;0.01025783;0.01026054;0.010802276;0.001195096
317;0.01270585;0.00869593;0.01196078;0.00937873;0.01079093;0.010706444;0.001686943
318;0.01181964;0.00951909;0.00986077;0.01025524;0.01042734;0.010376416;0.000880493
319;0.01096333;0.00890178;0.00939548;0.0096184;0.01041348;0.009858494;0.000824015
320;0.01058708;0.00886756;0.00986372;0.01003257;0.009261;0.009722386;0.000672215
321;0.01073618;0.00907473;0.00913443;0.00869743;0.0092499;0.009378534;0.000786692
322;0.01014209;0.00895955;0.00976883;0.00892217;0.00993086;0.0095447;0.000567048
323;0.00932165;0.00923315;0.0093082;0.00916606;0.01014167;0.009434146;0.00040043
324;0.00914123;0.00882705;0.00894084;0.00894865;0.01027024;0.009225602;0.000594774
325;0.00855354;0.00851718;0.00896428;0.00923221;0.00920853;0.008895148;0.00034502
326;0.00903497;0.00927391;0.00877699;0.00872155;0.00860385;0.008882254;0.000269783
327;0.0081287;0.00878754;0.00945699;0.00859893;0.00896469;0.00878737;0.000487132
328;0.00791151;0.00918845;0.00861456;0.00787311;0.00896324;0.008510174;0.000600098
329;0.00789529;0.00792242;0.00780688;0.00858579;0.00956547;0.00835517;0.000744546
330;0.00837025;0.00811017;0.00831478;0.00954775;0.00902666;0.008673922;0.000597289
331;0.008762;0.0080045;0.00813791;0.00882913;0.00863283;0.008473274;0.00037672
332;0.00764306;0.00838967;0.00968089;0.00795447;0.00852159;0.008437936;0.00077779
333;0.00732674;0.00995871;0.00886944;0.00843466;0.00910419;0.008738748;0.000965035
334;0.0080433;0.00970189;0.00801147;0.00880712;0.00878208;0.008669172;0.000693284
335;0.0075744;0.00827818;0.0081328;0.00845906;0.00867328;0.008223544;0.000415433
336;0.00792643;0.00813401;0.00856454;0.00842675;0.00869312;0.00834897;0.000314526
337;0.00813848;0.00817824;0.00821961;0.00890866;0.00903311;0.00849562;0.000437023
338;0.00862492;0.00809309;0.00832187;0.00836267;0.00872527;0.008425564;0.000252395
339;0.0078892;0.00819615;0.00837697;0.00870031;0.00842111;0.008316748;0.000299574
340;0.00765881;0.00790561;0.00862303;0.00842019;0.00797839;0.008117206;0.00039428
341;0.00731474;0.00828642;0.00830919;0.0078539;0.00843555;0.00803996;0.000461053
342;0.0074777;0.00826847;0.00787923;0.00785002;0.00836506;0.007968096;0.000357118
343;0.00708043;0.00776285;0.00781587;0.00783005;0.00869588;0.007837016;0.0005736
344;0.00671285;0.00775312;0.00769528;0.00796305;0.00855472;0.007735804;0.000665327
345;0.00729795;0.00742174;0.00737048;0.00772987;0.00832336;0.00762868;0.00042181
346;0.00742677;0.00740981;0.00771637;0.00814155;0.00760106;0.007659112;0.000298131
347;0.00754846;0.00768847;0.00820845;0.00744858;0.00814294;0.00780738;0.000347626
348;0.00709023;0.00752091;0.00768486;0.01333076;0.00756086;0.008637524;0.002633163
349;0.0072568;0.00733816;0.00706898;0.00988802;0.00743114;0.00779662;0.001176709
350;0.00691332;0.00738774;0.00728577;0.00881297;0.00762188;0.007604336;0.000722324
351;0.00692094;0.00708314;0.00693527;0.00874451;0.0073126;0.007399292;0.000768312
352;0.00686134;0.00685906;0.00707643;0.00726456;0.00741007;0.007094292;0.000244247
353;0.00643498;0.00677537;0.00713966;0.00720206;0.00735901;0.006982216;0.000373278
354;0.00669745;0.00660652;0.00658777;0.00731756;0.00733634;0.006909128;0.000383724
355;0.0065428;0.0066063;0.00678104;0.00744513;0.00705501;0.006886056;0.000370211
356;0.00673399;0.00670178;0.00660302;0.00695948;0.00716656;0.006832966;0.000227581
357;0.00627364;0.00649809;0.00670553;0.00684327;0.0068176;0.006627626;0.000240181
358;0.00669439;0.00707712;0.00660203;0.00656759;0.00749458;0.006887142;0.000395483
359;0.00635369;0.00636682;0.00646697;0.00684713;0.00731815;0.006670552;0.000413722
360;0.00664481;0.00643881;0.00655715;0.00681745;0.00705332;0.006702308;0.000239935
361;0.00613298;0.00612254;0.00666551;0.00647203;0.0089919;0.006876992;0.001204606
362;0.00618114;0.00646825;0.00637012;0.00655947;0.00785339;0.006686474;0.000667249
363;0.00654827;0.00650596;0.0065729;0.00682459;0.00734029;0.006758402;0.000348306
364;0.00633297;0.00645637;0.00681182;0.00657456;0.00760708;0.00675656;0.000507224
365;0.00600559;0.00656085;0.00652648;0.00677012;0.007513;0.006675208;0.000546464
366;0.00611764;0.0061009;0.00626169;0.00620665;0.00704197;0.00634577;0.000394691
367;0.00570742;0.00593389;0.00655076;0.00645061;0.00696642;0.00632182;0.000503112
368;0.00628165;0.00634485;0.00622916;0.00613466;0.00657169;0.006312402;0.000164127
369;0.00591288;0.00606628;0.00637353;0.0062991;0.00632537;0.006195432;0.000197399
370;0.00601274;0.00613621;0.00603875;0.00614154;0.00638987;0.006143822;0.000149018
371;0.00572899;0.00598239;0.00628763;0.00601589;0.00619363;0.006041706;0.000215369
372;0.00578638;0.00597302;0.00590558;0.00615048;0.00632001;0.006027094;0.000210153
373;0.00574668;0.00589013;0.00594401;0.00587685;0.00654121;0.005999776;0.000311228
374;0.00582508;0.00589404;0.00580097;0.00627254;0.00591385;0.005941296;0.000190989
375;0.00618608;0.00582954;0.00578085;0.00573429;0.00605289;0.00591673;0.000193932
376;0.00562148;0.00557303;0.00620217;0.00577542;0.00632864;0.005900148;0.000344616
377;0.00551191;0.00610801;0.00569759;0.00588315;0.00612265;0.005864662;0.000263849
378;0.00559025;0.00544803;0.00557817;0.00578516;0.00588556;0.005657434;0.000175358
379;0.00536002;0.00531857;0.0055025;0.00585918;0.00593542;0.005595138;0.000285422
380;0.0054043;0.00531101;0.00541418;0.00566679;0.00584254;0.005527764;0.000219965
381;0.00533935;0.00530553;0.00536123;0.00555556;0.00609097;0.005530528;0.000328084
382;0.00519262;0.00531556;0.00535762;0.00563813;0.00570045;0.005440876;0.000218263
383;0.00546505;0.00504743;0.00519834;0.00550962;0.00565491;0.00537507;0.000246522
384;0.00517734;0.00522288;0.005463;0.00566231;0.00556261;0.005417628;0.000211313
385;0.00517029;0.00527093;0.00513758;0.00548865;0.00536638;0.005286766;0.000144196
386;0.00521418;0.00503544;0.00515993;0.00537962;0.00556961;0.005271756;0.000207375
387;0.00502419;0.00528855;0.00535311;0.00527094;0.00538797;0.005264952;0.00014271
388;0.0052657;0.00518837;0.00507848;0.00515234;0.00547123;0.005231224;0.000150151
389;0.00493609;0.00496285;0.00500282;0.00531299;0.00535854;0.005114658;0.000203871
390;0.00499758;0.00506163;0.00486034;0.00520893;0.00526086;0.005077868;0.00016178
391;0.00491845;0.00491495;0.00485507;0.00531866;0.00527905;0.005057236;0.000222442
392;0.0048016;0.00485339;0.00475864;0.00517925;0.00520789;0.004960154;0.000215941
393;0.00477979;0.00479997;0.00495356;0.00512748;0.00535695;0.00500355;0.000242003
394;0.00482571;0.00477248;0.00485969;0.00528175;0.00529331;0.005006588;0.000258373
395;0.00482849;0.00477853;0.00473927;0.00530022;0.00502531;0.004934364;0.000232205
396;0.0048566;0.00471359;0.00488267;0.00506947;0.00512768;0.004930002;0.00016807
397;0.00466298;0.0047848;0.00482847;0.00504706;0.00483238;0.004831138;0.000138794
398;0.00460819;0.00473746;0.00480018;0.00493292;0.00496061;0.004807872;0.000144789
399;0.00452594;0.00458611;0.0048061;0.0049379;0.00484779;0.004740768;0.000176531
400;0.00456316;0.0046895;0.00465652;0.00490908;0.00465826;0.004695304;0.000128523
401;0.00450408;0.00455426;0.00461284;0.00463317;0.00484723;0.004630316;0.00013142
402;0.00425817;0.00453733;0.00448011;0.00482351;0.00507255;0.004634334;0.00031722
403;0.00431517;0.0044639;0.00432786;0.0048631;0.00477082;0.00454817;0.000254303
404;0.00474569;0.00419249;0.00446509;0.00470473;0.00488872;0.004599344;0.000273777
405;0.00437237;0.00433311;0.00462429;0.00492267;0.00470727;0.004591942;0.000244404
406;0.00443278;0.00462272;0.00429838;0.0045367;0.00459334;0.004496784;0.000132511
407;0.00430962;0.00434364;0.00438237;0.00447251;0.00463045;0.004427718;0.000128627
408;0.00421437;0.00451836;0.0042842;0.00464861;0.00474053;0.004481214;0.000227303
409;0.00426868;0.00422314;0.00420428;0.00460488;0.0043615;0.004332496;0.00016394
410;0.0043873;0.00421482;0.0044961;0.00426785;0.00480125;0.004433464;0.000232677
411;0.00404968;0.00428018;0.00441188;0.00460354;0.00443392;0.00435584;0.000206186
412;0.00437518;0.00428181;0.00397789;0.0042389;0.00445837;0.00426643;0.000182289
413;0.00403555;0.00401673;0.00423701;0.00425472;0.00445914;0.00420063;0.00018176
414;0.00406677;0.00427328;0.00404133;0.00418439;0.00444274;0.004201702;0.000163897
415;0.00404516;0.004075;0.00403622;0.0043878;0.00437457;0.00418375;0.000180864
416;0.00396475;0.0040031;0.00405237;0.00436172;0.00431453;0.004139294;0.000184899
417;0.00405009;0.00396472;0.0040319;0.00423369;0.00431485;0.00411905;0.000148027
418;0.00394251;0.00397366;0.00402412;0.00430575;0.00425524;0.004100256;0.000168044
419;0.00395908;0.00393847;0.00396481;0.00415446;0.00412531;0.004028426;0.000102736
420;0.00390458;0.00391184;0.00393848;0.0039977;0.00404709;0.003959938;6.09504E-05
421;0.0037381;0.00402569;0.00391717;0.00399603;0.00400192;0.003935782;0.000117805
422;0.00375433;0.00383639;0.00380761;0.00403383;0.00401842;0.003890116;0.000127718
423;0.00372946;0.00376444;0.00368675;0.0039731;0.00397866;0.003826482;0.000139142
424;0.00372382;0.00371136;0.00371138;0.00391545;0.00398245;0.003808892;0.00013013
425;0.00360223;0.00376838;0.00369369;0.00399152;0.00402761;0.003816686;0.000186084
426;0.00367784;0.00364116;0.00361569;0.00392729;0.00392682;0.00375776;0.000156116
427;0.00371576;0.00362423;0.0036821;0.00382365;0.00389911;0.00374897;0.000110966
428;0.00346455;0.00367247;0.00367116;0.00383379;0.00389205;0.003706804;0.000167016
429;0.00355161;0.00368197;0.00353034;0.0038723;0.00378107;0.003683458;0.000146646
430;0.00356963;0.00353895;0.00358949;0.00369963;0.00380094;0.003639728;0.000108595
431;0.00347101;0.00356624;0.00360091;0.00376828;0.00376569;0.003634426;0.000130024
432;0.00358677;0.00358181;0.00350908;0.00371273;0.0037261;0.003623298;9.30962E-05
433;0.00348606;0.00344812;0.0035554;0.00366983;0.00370664;0.00357321;0.000112582
434;0.00340265;0.0035501;0.00350694;0.00370075;0.00367636;0.00356736;0.000123239
435;0.00341553;0.00345295;0.00350361;0.00364799;0.00363142;0.0035303;0.000104814
436;0.00333581;0.00345588;0.00342511;0.0035875;0.00361717;0.003484294;0.000116903
437;0.00331194;0.0034309;0.00341592;0.00354692;0.00349931;0.003440998;8.94519E-05
438;0.00331168;0.0033613;0.00338994;0.00347323;0.00364691;0.003436612;0.000131362
439;0.00323643;0.00333413;0.0033145;0.00357436;0.00361056;0.003413996;0.000167453
440;0.00333877;0.00329742;0.00325954;0.00345807;0.00355966;0.003382692;0.000123861
441;0.0032372;0.00323575;0.00336423;0.00349072;0.00354836;0.003375252;0.000143126
442;0.00325505;0.00329538;0.00325177;0.00351198;0.00354572;0.00337198;0.000144721
443;0.00324489;0.00324105;0.00329984;0.00355141;0.0034831;0.003364058;0.000143812
444;0.00329455;0.00326182;0.00330651;0.00340239;0.00342882;0.003338818;7.25843E-05
445;0.00319068;0.00326423;0.00332253;0.00342866;0.0033748;0.00331618;9.2975E-05
446;0.00322048;0.00325709;0.00317768;0.00333345;0.00339351;0.003276442;8.69123E-05
447;0.00313869;0.00317815;0.00324397;0.00331562;0.00332574;0.003240434;8.24222E-05
448;0.00311283;0.00318491;0.0031727;0.00325959;0.00333021;0.003212048;8.41894E-05
449;0.0030637;0.00315027;0.00315212;0.00327611;0.00332143;0.003192726;0.000104423
450;0.00306933;0.00311113;0.00310043;0.00326067;0.0032531;0.003158932;9.07666E-05
451;0.00308024;0.00308013;0.0031054;0.00319393;0.00324112;0.003140164;7.32912E-05
452;0.00299118;0.00309556;0.00309378;0.00317155;0.00319286;0.003108986;7.94337E-05
453;0.00297959;0.00308237;0.00303971;0.00314448;0.00325187;0.003099604;0.000104267
454;0.0029387;0.00299928;0.00303272;0.00315802;0.00318879;0.003063502;0.000106393
455;0.00299065;0.0029834;0.00299176;0.00309417;0.0031759;0.003047176;8.53109E-05
456;0.00292422;0.00298336;0.00301731;0.00311454;0.00316856;0.003041598;9.89938E-05
457;0.00294911;0.00296865;0.00299048;0.00308942;0.00312843;0.003025218;7.90154E-05
458;0.00289804;0.00294976;0.00296968;0.00305359;0.00312201;0.002998616;8.8865E-05
459;0.00289541;0.00294046;0.00294001;0.00305621;0.00307352;0.002981122;7.88444E-05
460;0.00287643;0.00291676;0.00293279;0.00302115;0.0030818;0.002965786;8.36678E-05
461;0.0028511;0.0028935;0.00293319;0.00301316;0.00307586;0.002953362;9.087E-05
462;0.00282821;0.002881;0.00289198;0.0030039;0.00306684;0.002934386;9.78493E-05
463;0.00284511;0.00285491;0.00289262;0.00299102;0.00304777;0.002926286;8.91156E-05
464;0.00282618;0.00285456;0.00287777;0.00298624;0.00303964;0.002916878;9.15433E-05
465;0.00280914;0.00284482;0.00288056;0.00298316;0.00298681;0.002900898;8.08174E-05
466;0.00281296;0.00282307;0.00286066;0.00292606;0.00300636;0.002885822;8.06665E-05
467;0.00276724;0.00281733;0.00285171;0.00293961;0.00300336;0.00287585;9.50363E-05
468;0.00278128;0.00281415;0.0028222;0.00294257;0.00296797;0.002865634;8.37325E-05
469;0.00277858;0.00277326;0.00281945;0.0028981;0.0029593;0.002845738;8.07657E-05
470;0.00275049;0.00278732;0.00282443;0.00288925;0.00293122;0.002836542;7.36826E-05
471;0.00272822;0.00278842;0.0027948;0.00286532;0.00293031;0.002821414;7.78911E-05
472;0.00271133;0.0027621;0.0027887;0.00285977;0.00290045;0.00280447;7.5811E-05
473;0.00270662;0.00274609;0.00276552;0.00284582;0.00290533;0.002793876;8.03451E-05
474;0.00268869;0.0027299;0.00276416;0.00283584;0.00288864;0.002781446;8.06361E-05
475;0.00268781;0.00272392;0.00274514;0.00282523;0.00288725;0.00277387;8.09624E-05
476;0.00268388;0.00270941;0.00274194;0.00282576;0.00287539;0.002767276;8.07067E-05
477;0.00267739;0.00270793;0.00273248;0.00281484;0.00286044;0.002758616;7.64511E-05
478;0.00266791;0.00269939;0.00273215;0.0027968;0.00285502;0.002750254;7.5561E-05
479;0.00265577;0.00269479;0.00272226;0.0027929;0.00284993;0.00274313;7.7922E-05
480;0.00265196;0.00268742;0.00270727;0.00278665;0.00283842;0.002734344;7.63048E-05
481;0.00264103;0.00267363;0.00270449;0.00277422;0.00282823;0.00272432;7.61368E-05
482;0.0026317;0.00267093;0.00269683;0.00276415;0.00282035;0.002716792;7.53483E-05
483;0.00262791;0.00266298;0.00269148;0.00275723;0.00281808;0.002711536;7.61459E-05
484;0.00262046;0.00265472;0.00268423;0.00275556;0.00281018;0.00270503;7.70156E-05
485;0.00261581;0.00264944;0.00267837;0.00274492;0.00280303;0.002698314;7.53839E-05
486;0.00261002;0.00264224;0.0026772;0.00273645;0.00279504;0.00269219;7.41766E-05
487;0.00260359;0.0026404;0.00266798;0.00272958;0.00278846;0.002686002;7.34724E-05
488;0.00259678;0.00263257;0.00266172;0.00272409;0.00278164;0.00267936;7.37935E-05
489;0.00259223;0.00262922;0.00265776;0.0027188;0.00278132;0.002675866;7.49375E-05
490;0.00258808;0.00262187;0.00265141;0.00271832;0.00277443;0.002670822;7.51832E-05
491;0.00258684;0.00261947;0.00264892;0.00271177;0.00277259;0.002667918;7.44329E-05
492;0.00258212;0.00261446;0.0026472;0.00270929;0.00276792;0.002664198;7.46511E-05
493;0.00258136;0.00261381;0.00264429;0.00270689;0.00276398;0.002662066;7.3406E-05
494;0.00257761;0.00261052;0.00264141;0.00270217;0.00276191;0.002658724;7.37187E-05
495;0.00257559;0.00260902;0.00263994;0.00270035;0.00275921;0.002656822;7.33939E-05
496;0.00257313;0.00260788;0.00263827;0.00269763;0.00275735;0.002654852;7.33069E-05
497;0.00257222;0.00260553;0.00263571;0.00269702;0.00275685;0.002653466;7.38228E-05
498;0.00257051;0.00260447;0.00263609;0.00269632;0.0027559;0.002652658;7.40104E-05
499;0.00257041;0.00260404;0.00263453;0.00269519;0.00275402;0.002651638;7.33742E-05
