Step;peptides-functional.custom_gnn.gcnconv.wothird_ND0.0_L4_0.005.r0 - train/loss;peptides-functional.custom_gnn.gcnconv.wothird_ND0.0_L4_0.005.r2 - train/loss;peptides-functional.custom_gnn.gcnconv.wothird_ND0.0_L4_0.005.r4 - train/loss;peptides-functional.custom_gnn.gcnconv.wothird_ND0.0_L4_0.005.r3 - train/loss;peptides-functional.custom_gnn.gcnconv.wothird_ND0.0_L4_0.005.r1 - train/loss;GCN_mean;GCN_std
248;0.07074884;0.08417884;0.08308911;0.09476255;0.09485544;0.085526956;0.009980857
249;0.07072441;0.08277067;0.08264514;0.09432736;0.09539265;0.085172046;0.010113933
250;0.07134108;0.08279839;0.0831402;0.09339702;0.09502506;0.08514035;0.009562757
251;0.0696172;0.08217986;0.08196153;0.09490086;0.09575295;0.08488248;0.010809717
252;0.07046329;0.08235409;0.08130405;0.09316631;0.09673493;0.084804534;0.010442497
253;0.07135751;0.08180779;0.0797126;0.09433172;0.09534955;0.084511834;0.010213557
254;0.07144125;0.08198899;0.08065688;0.08974178;0.09427098;0.083619976;0.008813084
255;0.06893644;0.07883733;0.08010279;0.09078764;0.09310447;0.082353734;0.00980006
256;0.06840309;0.08032483;0.08125985;0.09038231;0.0905686;0.082187736;0.009106835
257;0.06729009;0.07913765;0.07907521;0.09185057;0.09202743;0.08187619;0.010375877
258;0.06750759;0.0816385;0.07790003;0.08849825;0.09082799;0.081274472;0.009280343
259;0.06747863;0.07844753;0.07948525;0.08879362;0.0924548;0.081331966;0.009785691
260;0.06893055;0.07678788;0.07793881;0.09233547;0.0904724;0.081293022;0.009881478
261;0.06694293;0.07731371;0.07825294;0.09281228;0.09054997;0.081174366;0.010598539
262;0.06564165;0.07612971;0.07568793;0.08960756;0.09111181;0.079635732;0.010663599
263;0.06846684;0.07481962;0.0766786;0.08712626;0.08948116;0.079314496;0.008792159
264;0.0650877;0.07486078;0.07556387;0.0863194;0.08911202;0.078188754;0.009682822
265;0.06493016;0.07510616;0.07729642;0.08607701;0.08797259;0.078276468;0.009273599
266;0.06467331;0.07470284;0.07537424;0.08618628;0.08712186;0.077611706;0.009284883
267;0.06389566;0.07513571;0.07538536;0.08716609;0.08758987;0.077834538;0.009871915
268;0.06252429;0.0745582;0.07509343;0.08536344;0.08678851;0.076865574;0.009808355
269;0.06238208;0.07339494;0.07405006;0.08498347;0.08808983;0.076580076;0.01026183
270;0.06476525;0.07378625;0.07425249;0.08419665;0.08783489;0.076967106;0.009175338
271;0.06355368;0.07281131;0.07330493;0.08381044;0.08725864;0.0761478;0.009486737
272;0.0634317;0.07313946;0.07357993;0.08313171;0.08619079;0.075894718;0.009036864
273;0.06359604;0.0716259;0.07427519;0.08254372;0.08510003;0.075428176;0.008659703
274;0.06210747;0.07146274;0.07269207;0.08234157;0.08396076;0.074512922;0.008903142
275;0.06103668;0.07208764;0.07292495;0.08167708;0.08418071;0.074381412;0.009147644
276;0.0605262;0.07132394;0.07280477;0.08273657;0.08409737;0.07429777;0.009591329
277;0.06217598;0.07077028;0.07088345;0.08158109;0.08404998;0.073892156;0.008921439
278;0.06105049;0.06910486;0.07138692;0.08114404;0.08576262;0.073689786;0.009841186
279;0.06068474;0.06900588;0.07115576;0.08108382;0.08285636;0.072957312;0.009131083
280;0.05936112;0.06951031;0.07124245;0.08155078;0.08313999;0.07296093;0.009710993
281;0.05928782;0.06893798;0.07133023;0.08066369;0.0837094;0.072785824;0.009753282
282;0.06089579;0.06850814;0.07049626;0.08149157;0.08255795;0.072789942;0.009167851
283;0.05945141;0.06865316;0.07033538;0.07985705;0.08231504;0.072122408;0.009212733
284;0.05832632;0.06803998;0.06975783;0.07978154;0.08157645;0.071496424;0.009469311
285;0.05907643;0.06750832;0.06779114;0.07907843;0.08084929;0.070860722;0.009039257
286;0.05825453;0.06777939;0.06883659;0.07821365;0.08121578;0.070859988;0.009135105
287;0.05777108;0.06614999;0.06963649;0.07885046;0.08074931;0.070631466;0.009439091
288;0.05723626;0.06583241;0.06742895;0.07779617;0.07992655;0.069644068;0.009294829
289;0.05585738;0.06600714;0.06754307;0.07690715;0.07918933;0.069100814;0.009355519
290;0.05628023;0.06608401;0.06887755;0.07705063;0.07985873;0.06963023;0.009368154
291;0.05751784;0.06824752;0.06626902;0.07795426;0.079655;0.069928728;0.009072756
292;0.05612165;0.06765528;0.06656552;0.07590495;0.07951619;0.069152718;0.00910685
293;0.05552543;0.06613112;0.06576088;0.07616455;0.07931246;0.068578888;0.009448245
294;0.05601648;0.06516135;0.06528312;0.07564767;0.07910907;0.068243538;0.009228297
295;0.05604391;0.0639535;0.06430606;0.0752023;0.07946453;0.06779406;0.009434829
296;0.05529458;0.06379133;0.06496848;0.07525996;0.07776134;0.067415138;0.00914619
297;0.05421308;0.06209777;0.06462884;0.07437216;0.07603417;0.066269204;0.009034022
298;0.05522261;0.06233385;0.06455707;0.07428073;0.07604878;0.066488608;0.008660682
299;0.05376133;0.06254378;0.06401529;0.07355791;0.07642838;0.066061338;0.009103899
300;0.05322368;0.06226224;0.06389825;0.07322597;0.07582168;0.065686364;0.009080346
301;0.05236665;0.06219751;0.06357742;0.07310289;0.07618964;0.065486822;0.009475747
302;0.05320983;0.06118922;0.06412607;0.07321892;0.07507731;0.06536427;0.008982389
303;0.05252027;0.06096785;0.06358953;0.0724631;0.07470565;0.06484928;0.008996878
304;0.05183816;0.06118233;0.06178946;0.07384041;0.07480737;0.064691546;0.009643364
305;0.05240738;0.06133651;0.06175021;0.07188062;0.0738612;0.064247184;0.008740516
306;0.05100177;0.05960811;0.06208672;0.07107961;0.07397206;0.063549654;0.009225672
307;0.05217977;0.05910048;0.06272135;0.07028764;0.07366038;0.063589924;0.008622277
308;0.05034309;0.05920585;0.06048988;0.071812;0.07361709;0.063093582;0.009633585
309;0.04978425;0.06011342;0.06031362;0.07006051;0.07289668;0.062633696;0.009183262
310;0.0512527;0.05858151;0.06050349;0.0691972;0.07303591;0.062514162;0.008684746
311;0.05100193;0.05792693;0.0585495;0.07045488;0.07236599;0.062059846;0.00906055
312;0.04971929;0.05925995;0.05924347;0.06953021;0.07208437;0.061967458;0.00900438
313;0.04913587;0.0579263;0.0594779;0.06899354;0.07231302;0.061569326;0.009257192
314;0.04970909;0.05649113;0.05948198;0.0688627;0.07126644;0.061162268;0.008905183
315;0.04851218;0.05693559;0.05851369;0.06941538;0.0707757;0.060830508;0.009285555
316;0.04814288;0.05680226;0.05870403;0.06790495;0.07086993;0.06048481;0.00910995
317;0.04786059;0.05599878;0.05917249;0.06855798;0.07114124;0.060546216;0.009485967
318;0.04935142;0.0560568;0.05753535;0.0677304;0.07015323;0.06016544;0.008627368
319;0.04809475;0.05613385;0.05786004;0.06649045;0.07336017;0.060387852;0.009761269
320;0.04764099;0.05489552;0.05702001;0.06637138;0.07100523;0.059386626;0.009320805
321;0.04825285;0.05551924;0.05630442;0.06630656;0.07028841;0.059334296;0.008876068
322;0.04672819;0.0548208;0.05634758;0.06619192;0.06902911;0.05862352;0.009037373
323;0.04757483;0.05336431;0.05630771;0.06559465;0.06866283;0.058300866;0.00871722
324;0.04633049;0.0541796;0.05745193;0.06600696;0.06796362;0.05838652;0.008855951
325;0.04634934;0.05489407;0.0559691;0.06581284;0.06748407;0.058101884;0.00866668
326;0.04533741;0.05551776;0.05498344;0.06586759;0.06765461;0.057872162;0.009091632
327;0.04586348;0.0548398;0.05442987;0.06427088;0.06890404;0.057661614;0.00905093
328;0.04584237;0.0535313;0.05503737;0.06363453;0.06735162;0.057079438;0.008536949
329;0.0453271;0.05211567;0.05589945;0.06427699;0.066395;0.056802842;0.008694118
330;0.04377549;0.05173054;0.05469934;0.06481367;0.06643471;0.05629075;0.009427353
331;0.04430981;0.05357612;0.05420821;0.06503738;0.06654397;0.056735098;0.009163705
332;0.04426327;0.05283317;0.05223793;0.06291332;0.06709464;0.055868466;0.009120462
333;0.04551524;0.05224121;0.05307662;0.06286041;0.06677115;0.056092926;0.008597159
334;0.04517423;0.05065585;0.05224419;0.06278005;0.06571808;0.05531448;0.008630235
335;0.04340048;0.05084513;0.05380994;0.06184677;0.06432818;0.0548461;0.008470579
336;0.04206153;0.05033362;0.05364613;0.06278566;0.06434146;0.05463368;0.009195386
337;0.04264973;0.05162251;0.05325798;0.06178929;0.0641865;0.054701202;0.008617005
338;0.04202264;0.05081305;0.05316501;0.06170035;0.06464107;0.054468424;0.009024157
339;0.04319138;0.05048325;0.05190233;0.06185274;0.06411964;0.054309868;0.00861955
340;0.04262909;0.05059669;0.05144185;0.0606395;0.06437473;0.053936372;0.008647572
341;0.04342051;0.0494571;0.05066789;0.06131888;0.06453385;0.053879646;0.008776703
342;0.04342486;0.04924892;0.05048219;0.06019016;0.06318901;0.053307028;0.008172152
343;0.0419073;0.04845912;0.05021605;0.06016468;0.06357755;0.05286494;0.008867694
344;0.0410474;0.04895769;0.05093076;0.0599422;0.06218414;0.052612438;0.008591831
345;0.04097102;0.04835175;0.05070587;0.06027991;0.06203714;0.052469138;0.008729598
346;0.04082698;0.04842804;0.05032756;0.0593482;0.06170056;0.052126268;0.008491312
347;0.04033816;0.04815028;0.05073975;0.06000332;0.06325035;0.052496372;0.009243899
348;0.04051735;0.04795924;0.04971379;0.05998454;0.06247153;0.05212929;0.009037809
349;0.04106903;0.04895348;0.04919624;0.05844383;0.06285122;0.05210276;0.00860011
350;0.04028167;0.04773845;0.04849972;0.05819081;0.06252235;0.0514466;0.008877595
351;0.04064381;0.04733983;0.04893564;0.05841129;0.06152752;0.051371618;0.008514319
352;0.03953061;0.04637138;0.0496063;0.05796083;0.06106323;0.05090647;0.008726274
353;0.03934046;0.04659917;0.04794302;0.05789046;0.06071974;0.05049857;0.008737161
354;0.03904627;0.04681234;0.04850596;0.05745595;0.06074344;0.050512792;0.008690159
355;0.03841411;0.04622731;0.04678903;0.05821466;0.06067174;0.05006337;0.009221211
356;0.03901038;0.04691391;0.04723849;0.05652765;0.05980288;0.049898662;0.008315302
357;0.03836994;0.04485299;0.0469966;0.05685149;0.06075594;0.049565392;0.009116731
358;0.03875587;0.04531523;0.04698954;0.05600917;0.05861914;0.04913779;0.008125932
359;0.03724864;0.04439606;0.04670847;0.05637128;0.05936394;0.048817678;0.009029433
360;0.03825042;0.04480957;0.04631298;0.05594355;0.05795532;0.048654368;0.008187591
361;0.03713986;0.04397723;0.04594655;0.05593301;0.05899896;0.048399122;0.008964587
362;0.03717907;0.04417201;0.04573806;0.05630754;0.05850784;0.048380904;0.008882101
363;0.03716052;0.04403117;0.04538583;0.05505842;0.0582376;0.047974708;0.008583507
364;0.03682171;0.04354063;0.04554984;0.05435781;0.05837415;0.047728828;0.008638873
365;0.03649395;0.04349351;0.04469131;0.05435608;0.05751352;0.047309674;0.008546478
366;0.03650877;0.04321076;0.04466202;0.053907;0.05687849;0.047033408;0.008294215
367;0.03646262;0.04248451;0.0450748;0.05426908;0.05714554;0.04708731;0.008527394
368;0.03576599;0.04288657;0.04522934;0.05429802;0.05626277;0.046888538;0.008444768
369;0.0350932;0.04303454;0.04475765;0.05407255;0.05714233;0.046820054;0.008877652
370;0.03528523;0.04253999;0.04401014;0.05425613;0.05664538;0.046547374;0.008813728
371;0.03508178;0.04255294;0.04430003;0.05345201;0.05627272;0.046331896;0.008580357
372;0.03495847;0.04273808;0.04352745;0.05343978;0.05658723;0.046250202;0.008743509
373;0.03510101;0.04221738;0.04333498;0.0528284;0.0558789;0.045872134;0.00843114
374;0.03478765;0.0415765;0.04345239;0.05286683;0.05569214;0.045675102;0.008548941
375;0.03468726;0.04155885;0.04298723;0.05292355;0.05564495;0.045560368;0.008613549
376;0.03438659;0.0416309;0.04247657;0.05288375;0.05523458;0.045322478;0.008613118
377;0.03431159;0.04151891;0.04248395;0.05225665;0.05521629;0.045157478;0.008508792
378;0.03419293;0.04134658;0.04259944;0.05207413;0.05537034;0.045116684;0.008564784
379;0.03449243;0.04098494;0.04221;0.05188752;0.0547672;0.044868418;0.008322611
380;0.03346466;0.04067841;0.04157163;0.05148488;0.05498936;0.044437788;0.008714277
381;0.03320405;0.04007394;0.04168759;0.05084092;0.05429515;0.04402033;0.00851616
382;0.03344047;0.0395322;0.04130525;0.05099865;0.05374633;0.04380458;0.008403983
383;0.03280343;0.03960215;0.04133685;0.05108711;0.05382396;0.0437307;0.008633819
384;0.03248489;0.0398506;0.04094795;0.05085656;0.05388062;0.043604124;0.008703243
385;0.03288915;0.03927429;0.04091111;0.05035945;0.05371065;0.04342893;0.008491662
386;0.03232685;0.03941285;0.04065836;0.05030589;0.0528871;0.04311821;0.008416174
387;0.03229043;0.0384972;0.04124599;0.05003911;0.05275502;0.04296555;0.008407589
388;0.03216894;0.03866021;0.04037921;0.05037867;0.05248525;0.042814456;0.008474326
389;0.03186259;0.03920605;0.03978562;0.04999605;0.05264668;0.042699398;0.008519383
390;0.03197165;0.03902494;0.04014748;0.04974485;0.05326556;0.042830896;0.008606599
391;0.03164995;0.0385319;0.03979174;0.05001588;0.05222989;0.042443872;0.008543236
392;0.03184216;0.03857871;0.03979623;0.04925258;0.05236473;0.042366882;0.008353114
393;0.03128266;0.03818697;0.03900884;0.04953089;0.05232816;0.042067504;0.008684901
394;0.03152786;0.03792757;0.03896483;0.04868886;0.05223899;0.041869622;0.008440311
395;0.03096822;0.03718326;0.03897709;0.04884316;0.05166758;0.041527862;0.008561768
396;0.0310724;0.03748223;0.03896737;0.04852269;0.05115915;0.041440768;0.008274831
397;0.03045147;0.03739809;0.03879902;0.04866399;0.05129841;0.041322196;0.008563943
398;0.0307687;0.03728596;0.03863411;0.0486302;0.05111814;0.041287422;0.008429927
399;0.03069736;0.03720257;0.0377738;0.04825677;0.05081212;0.040948524;0.008365082
400;0.02997531;0.03704278;0.03865817;0.04765421;0.05108077;0.040882248;0.008492918
401;0.02997736;0.0363475;0.03832511;0.04788212;0.0508224;0.040670898;0.008567394
402;0.03000466;0.03646899;0.03780922;0.04801008;0.05022001;0.040502592;0.008433881
403;0.02928212;0.03661287;0.03813708;0.04765914;0.05043468;0.040425178;0.008608966
404;0.02947912;0.03618503;0.03754203;0.04727312;0.05074522;0.040244904;0.008650761
405;0.02971584;0.03607518;0.03727206;0.04731074;0.05029594;0.040133952;0.00848489
406;0.02970362;0.03585751;0.03756278;0.0470949;0.04985638;0.040015038;0.008315654
407;0.02942748;0.03593222;0.03700042;0.04682578;0.04956489;0.039750158;0.0082929
408;0.02899077;0.03602059;0.0365074;0.04668661;0.04940727;0.039522528;0.00838607
409;0.0290844;0.03529826;0.03651795;0.0461571;0.04952035;0.039315612;0.008360418
410;0.02875556;0.03514922;0.03621617;0.04622299;0.04934301;0.03913739;0.008464364
411;0.0285479;0.03498152;0.03646321;0.04601303;0.04880126;0.038961384;0.008322706
412;0.02815497;0.03470052;0.03628267;0.04608889;0.04881847;0.038809104;0.008514056
413;0.02810883;0.03476847;0.03615317;0.04605033;0.04845572;0.038707304;0.008416016
414;0.02793409;0.03492179;0.03591511;0.04590251;0.04847167;0.038629034;0.008444996
415;0.02799935;0.03491427;0.03588463;0.04557058;0.0485145;0.038576666;0.008369815
416;0.02804238;0.03447782;0.03551606;0.04548072;0.04836466;0.038376328;0.008372711
417;0.0281389;0.03436108;0.03558974;0.04526941;0.04798575;0.038268976;0.008192835
418;0.02765974;0.03413503;0.03555103;0.04532905;0.04815465;0.0381659;0.008434315
419;0.02764723;0.03428392;0.03521634;0.04511509;0.04801002;0.03805452;0.008359845
420;0.02766997;0.03412177;0.03502465;0.0448911;0.04795675;0.037932848;0.008324729
421;0.02754105;0.03404134;0.0351569;0.04489027;0.04762174;0.03785026;0.008262648
422;0.02721992;0.03369129;0.03471795;0.04491285;0.04748723;0.037605848;0.008404838
423;0.02705933;0.03369603;0.03478397;0.0444441;0.04739519;0.037475724;0.008321463
424;0.02703564;0.03336262;0.03438532;0.04456427;0.04745819;0.037361208;0.008445341
425;0.0270687;0.03341084;0.03470886;0.04423821;0.0469951;0.037284342;0.008195297
426;0.02655997;0.03305356;0.03440293;0.04427229;0.0472509;0.03710793;0.008503268
427;0.02674311;0.03331162;0.03422041;0.04412993;0.0467795;0.037036914;0.008261383
428;0.02643981;0.033064;0.03405997;0.04398306;0.04686924;0.036883216;0.00839271
429;0.02664647;0.03309366;0.0337732;0.04382367;0.04657677;0.036782754;0.008229647
430;0.02633503;0.03264953;0.03388829;0.04365852;0.04652245;0.036610764;0.008315743
431;0.02642676;0.03251264;0.03353141;0.04369749;0.04639628;0.036512916;0.008305437
432;0.0260936;0.03259275;0.03348192;0.04339602;0.04624576;0.03636201;0.008293194
433;0.02601251;0.03230536;0.03378337;0.04345799;0.04614286;0.036340418;0.008310138
434;0.02608363;0.03222993;0.03334989;0.04354509;0.04587077;0.036215862;0.008271916
435;0.02577549;0.03238004;0.03336325;0.04314236;0.04596959;0.036126146;0.008290411
436;0.02561812;0.03208264;0.03335811;0.04327105;0.04599108;0.0360642;0.008408002
437;0.02586537;0.03205173;0.03293412;0.04328372;0.04566346;0.03595968;0.008278377
438;0.02549648;0.03205734;0.03288047;0.04291624;0.04576409;0.035822924;0.008345882
439;0.02547909;0.0318002;0.03294617;0.04288971;0.04577921;0.035778876;0.008374221
440;0.02552657;0.03187976;0.03284073;0.04282365;0.04550227;0.035714596;0.008262841
441;0.02527887;0.03174133;0.03269327;0.04263232;0.04542025;0.035553208;0.008302771
442;0.02528246;0.03158095;0.03250016;0.0427327;0.0454118;0.035501614;0.008356312
443;0.02511734;0.03161622;0.03265258;0.04246438;0.04519044;0.035408192;0.008266744
444;0.0250815;0.03138047;0.03261975;0.0425036;0.04515212;0.035347488;0.008305255
445;0.02503389;0.03138239;0.03239381;0.0424028;0.04495904;0.035234386;0.008260023
446;0.0248404;0.03138847;0.03228353;0.04227324;0.04495086;0.0351473;0.008298358
447;0.02496317;0.03122233;0.03211888;0.04222199;0.04489975;0.035085224;0.008267942
448;0.02488417;0.03118301;0.03197593;0.04206905;0.04485694;0.03499382;0.008264003
449;0.02475465;0.03099563;0.03205631;0.04201441;0.04474909;0.034914018;0.008274618
450;0.02464984;0.03088665;0.03186436;0.04185986;0.04461913;0.034775968;0.008264564
451;0.02451927;0.03085674;0.0319242;0.04180008;0.04451652;0.034723362;0.008259774
452;0.02439935;0.03075526;0.03167883;0.04183073;0.04444416;0.034621666;0.008315003
453;0.02438912;0.03072013;0.03176158;0.04169651;0.044476;0.034608668;0.008295594
454;0.02428475;0.03058522;0.0316219;0.04165133;0.0443626;0.03450116;0.00831223
455;0.02429199;0.03061944;0.03162268;0.04153231;0.04425624;0.034464532;0.008248826
456;0.02414291;0.03049883;0.03149275;0.04156237;0.04415995;0.034371362;0.00829806
457;0.02413256;0.03054312;0.03146819;0.04142964;0.04408513;0.034331728;0.008247509
458;0.02406183;0.03045908;0.03131075;0.04144333;0.04408227;0.034271452;0.008294943
459;0.02407731;0.03044032;0.03127866;0.04128005;0.04397348;0.034209964;0.008227785
460;0.02397058;0.03026527;0.03128844;0.04120465;0.04396813;0.034139414;0.008262316
461;0.02399378;0.0302479;0.03120882;0.04130803;0.04381059;0.034113824;0.008239897
462;0.02385902;0.03023434;0.03120968;0.04117523;0.04375944;0.034047542;0.008239006
463;0.02381054;0.03018526;0.03109445;0.04113957;0.04387392;0.034020748;0.00829586
464;0.0238364;0.03015768;0.03100883;0.04106894;0.04377272;0.033968914;0.008253491
465;0.02377464;0.030042;0.03098447;0.04098377;0.04364558;0.033886092;0.008231989
466;0.02372739;0.03000244;0.0309147;0.04095935;0.0435758;0.033835936;0.008231342
467;0.02361604;0.02997268;0.03087708;0.04091663;0.04356007;0.0337885;0.008258475
468;0.02358686;0.02991119;0.03084485;0.04089603;0.04348686;0.033745158;0.008251331
469;0.0235689;0.02989755;0.03073675;0.04084917;0.04347083;0.03370464;0.008253156
470;0.02349868;0.02982946;0.03073264;0.04074929;0.04342246;0.033646506;0.008247085
471;0.02350614;0.02974467;0.03069499;0.04074736;0.04339015;0.033616662;0.008248016
472;0.02345536;0.02971223;0.03063698;0.04067571;0.04332062;0.03356018;0.008236446
473;0.0233964;0.02969814;0.03059271;0.04065352;0.04329792;0.033527738;0.008248598
474;0.02336181;0.02966913;0.03051987;0.04061268;0.04327051;0.0334868;0.008252149
475;0.02332749;0.02960833;0.03054397;0.04054809;0.04323171;0.033451918;0.008242168
476;0.02330356;0.02957528;0.03050614;0.04058203;0.04316499;0.0334264;0.008244303
477;0.02325891;0.02958458;0.03049464;0.0405248;0.0431413;0.033400846;0.008238567
478;0.02323209;0.02953975;0.0304677;0.04049249;0.04313712;0.03337383;0.008246178
479;0.02322557;0.0295002;0.03042511;0.04046557;0.04309055;0.0333414;0.008236949
480;0.02320124;0.02949399;0.03038831;0.04044194;0.04307535;0.033320166;0.008238801
481;0.02317697;0.02946071;0.0303639;0.04039364;0.04304496;0.033288036;0.008232858
482;0.02317151;0.02943144;0.03032598;0.04039256;0.04302735;0.033269768;0.008235867
483;0.02314513;0.02940922;0.03032117;0.04036583;0.0429827;0.03324481;0.008227976
484;0.02310618;0.02939212;0.03029072;0.04034531;0.04297304;0.033221474;0.008237332
485;0.02309881;0.02937913;0.03028731;0.04032249;0.04294617;0.033206782;0.008228522
486;0.02307269;0.0293551;0.03024359;0.040314;0.0429284;0.033182756;0.008236129
487;0.0230592;0.02934762;0.0302175;0.04027239;0.0429132;0.033161982;0.008229971
488;0.02304254;0.02931233;0.03020677;0.04026059;0.04290913;0.033146272;0.008236384
489;0.02304105;0.0292977;0.03019024;0.04024816;0.04287359;0.033130148;0.008226806
490;0.02301378;0.02928948;0.03017782;0.04022607;0.04285986;0.033113402;0.008228394
491;0.02299849;0.02926816;0.03016576;0.04021572;0.04284633;0.033098892;0.008230396
492;0.02299221;0.02926461;0.0301534;0.04020716;0.04283278;0.033090032;0.008227975
493;0.02298431;0.02925596;0.03014528;0.04019881;0.04282346;0.033081564;0.008227565
494;0.02297489;0.0292468;0.03013183;0.04019357;0.04281718;0.033072854;0.008229728
495;0.02296819;0.02924184;0.03012921;0.0401775;0.04281268;0.033065884;0.008227787
496;0.02296306;0.02923306;0.03012214;0.04017845;0.04280546;0.033060434;0.00822908
497;0.02295822;0.02923268;0.03011819;0.04017241;0.04279956;0.033056212;0.008227909
498;0.02295481;0.02923005;0.03011336;0.04017019;0.04279829;0.03305334;0.008228836
499;0.02295337;0.02922787;0.03011227;0.04016617;0.04279587;0.03305111;0.008228042
